node_id,round,packet_rate,energy_remaining,label,layer1_flagged,ml_prediction,ml_threat_score,bc_verified,bc_reason,bc_confidence,final_decision,adv_ch_sent,data_sent_bs,send_rcv_ratio,nbr_1_status,nbr_2_status,nbr_3_status,nbr_4_status,nbr_5_status
0.0,131.0,12.1308,0.0,1.0,1.0,1.0,0.99999464,0,BLACKLISTED,1.0,BLOCKED,0.0,0.0,1.2499998437500195,1.0,1.0,1.0,1.0,1.0
0.0,132.0,19.4801,0.0,1.0,1.0,1.0,0.99999106,0,BLACKLISTED,1.0,BLOCKED,0.0,0.0,1.4999996250000938,1.0,1.0,1.0,1.0,1.0
0.0,133.0,56.6353,0.0,1.0,1.0,1.0,0.999993,0,BLACKLISTED,1.0,BLOCKED,0.0,0.0,1.71428546938779,1.0,1.0,1.0,1.0,1.0
0.0,134.0,28.5129,0.0,1.0,1.0,1.0,0.99999326,0,BLACKLISTED,1.0,BLOCKED,0.0,0.0,1.6999998300000172,1.0,1.0,1.0,1.0,1.0
0.0,135.0,47.5817,0.0,1.0,1.0,1.0,0.99999493,0,BLACKLISTED,1.0,BLOCKED,0.0,0.0,1.199999920000005,1.0,1.0,1.0,1.0,1.0
0.0,136.0,17.1655,0.0,1.0,1.0,1.0,0.9999938,0,BLACKLISTED,1.0,BLOCKED,0.0,0.0,1.666666111111296,1.0,1.0,1.0,1.0,1.0
0.0,137.0,27.7724,0.0,1.0,1.0,1.0,0.9999939,0,BLACKLISTED,1.0,BLOCKED,0.0,0.0,1.5999998400000162,1.0,1.0,1.0,1.0,1.0
0.0,138.0,21.9021,0.0,1.0,1.0,1.0,0.9999937,0,BLACKLISTED,1.0,BLOCKED,0.0,0.0,1.299999870000013,1.0,1.0,1.0,1.0,1.0
0.0,139.0,11.4762,0.0,1.0,1.0,1.0,0.99999064,0,BLACKLISTED,1.0,BLOCKED,0.0,0.0,1.3749998281250215,1.0,1.0,1.0,1.0,1.0
0.0,140.0,90.9386,0.0,1.0,1.0,1.0,0.99998677,0,BLACKLISTED,1.0,BLOCKED,1.0,5.0,0.99999980000004,1.0,1.0,1.0,1.0,1.0
0.0,141.0,56.4043,0.0,1.0,1.0,1.0,0.999993,0,BLACKLISTED,1.0,BLOCKED,0.0,0.0,1.2857141938775576,1.0,0.0,1.0,1.0,1.0
0.0,142.0,12.5936,0.0,1.0,1.0,1.0,0.9999942,0,BLACKLISTED,1.0,BLOCKED,0.0,0.0,1.272727157024804,1.0,1.0,1.0,1.0,1.0
0.0,143.0,53.4946,0.0,1.0,1.0,1.0,0.99999624,0,BLACKLISTED,1.0,BLOCKED,0.0,0.0,1.416666548611121,1.0,1.0,1.0,1.0,1.0
0.0,144.0,76.2088,0.0,1.0,1.0,1.0,0.99999565,0,BLACKLISTED,1.0,BLOCKED,0.0,0.0,1.666666388888935,1.0,1.0,1.0,1.0,1.0
0.0,145.0,37.4954,0.0,1.0,1.0,1.0,0.9999956,0,BLACKLISTED,1.0,BLOCKED,0.0,0.0,1.3636362396694328,1.0,1.0,1.0,1.0,1.0
